0,Ability Description,Ability Name,Ability Tier,Cost,Skill Unit 1,,Multiplier,SkillUnit 2,,Multiplier,SkillUnit 3,,Multiplier,SkillUnit 4,,,Apply1,Apply2,Apply3,IconImage
505,Deal 15% / 25% of MaxHP damage to the opponent. Apply 2 Depress and 1 Bleed to the opponent.,Scyther Blade,Null,1,Damage,MaxHP,3,Debuff,Dark,2,Debuff,Bleed,1,,,,,,,Scythe
506,,Is That All You Got,Null,0,Debuff,Dark,2,,,,,,,,,,,,,ThumbDown
507,Deal 100% of Strength and 100% of Strength damage to the opponent.,Champion Whack,Null,1,Damage,Strength,5,Damage,Strength,5,,,,,,,,,,PunchBlast
508,Deal 100% of Agility and 100% of Agility damage to the opponent. ,Champion Kapow,Null,1,Damage,Agility,5,Damage,Agility,5,,,,,,,,,,PunchBlast
509,,I Acknowledge You,Null,3,Buff,Strength,3,Buff,Agility,3,InstantBoost,Charge,0,,,,,,,ThumbUp
510,,Arrr Arrgh Die!,Null,2,InstantBoost,Strength,10,Debuff,Agility,2,Debuff,Intelligence,2,,,,,,,PirateHook
511,Deal 40% of Agility and 40% of Agility damage to the opponent.,Fury Cutter,Null,1,Damage,Agility,3,Damage,Agility,3,,,,,,,Multiply,,,ActionAttack
512,Apply 1 Intelligence Debuff and2 Dizzy to the opponent.,Screech,Null,1,Debuff,Intelligence,1,Debuff,Wind,2,,,,,,,,,,SonicScreech
513,Deal 150% of Intelligence damage to the opponent. Apply 2 Dizzy to the opponent.,Hyper Voice,Null,1,Damage,Intelligence,6,Debuff,Wind,2,,,,,,,,,,LightningShout
514,,Living Organism Detected,Null,1,Buff,Charge,0,Debuff,Dark,2,,,,,,,Exhaust,,,Gaze
515,,System Damaged,Null,0,Sacrifice,Strength,2,Sacrifice,Agility,2,Sacrifice,Intelligence,2,Sacrifice,Element,3,Exhaust,,,CrackedDisc
516,"Remove all Stat Debuffs, Stat Vulnerables, Elemental Status Effects and Elemental Vulnerables from self.  Recover 300% of Intelligence health",Giga Reboot,Null,3,Protect,Debuff,0,Protect,Element,2,Heal,Intelligence,8,Sacrifice,Slack,1,Exhaust,,,PowerButton
517,Deal 150% of Agility damage to the opponent. Apply 1 Paralysis to the opponent.,Cyber Slash,Null,1,Damage,Agility,6,Debuff,Thunder,1,,,,,,,,,,LightSabers
518,Deal 150% of Intelligence damage to the opponent. Apply 1 Paralysis to the opponent. ,Cyber Laser,Null,1,Damage,Intelligence,6,Debuff,Thunder,1,,,,,,,,,,LaserBlast
519,Deal 150% of Strength damage to the opponent. Apply 1Paralysis to the opponent.,Cyber Cannon,Null,1,Damage,Strength,6,Debuff,Thunder,1,,,,,,,,,,IonCannonBlast
520,Appl 5 Wind Boost on self. Deal 150% of Strength damage to the opponent,Wing Swipe,Null,1,InstantBoost,Wind,5,Damage,Strength,6,,,,,,,,,,FluffyWing
521,Apply 3 Fire Vulnerable to the opponent. Deal 150% of Strength damage to the opponent. Apply 1 Depress to the opponent.,Dark Combustion,Null,1,Vulnerable,Fire,3,Damage,Strength,6,Debuff,Dark,1,,,,Fire,Dark,,Burn
522,,Deadly Howl,Null,1,InstantBoost,Strength,6,Buff,Charge,0,,,,,,,,,,WolfHowl
523,,Shapeshift,Null,2,Buff,Strength,3,Buff,Agility,3,Buff,Intelligence,3,,,,,,,Werewolf
524,Deal 150% of Strength damage to the opponent. Apply 2 Bleed and 3 Injury to the opponent.,Brutal Devour,Null,2,Damage,Strength,6,Debuff,Bleed,2,Debuff,Injury,3,,,,Dark,Exhaust,,SharpSmile
525,Lose 20% of Current Max Health. Deal 100% of Intelligence damage to the opponent. Apply 2 MaxHP Debuff to the opponent,Dark Ritual,Null,2,Sacrifice,MaxHP,2,Damage,Intelligence,5,Debuff,MaxHP,2,,,,Exhaust,,,CursedStar
526,"Apply 1 Dark Element on self. Consume all Dark Elements, for each element consumed, deal 25% Dark damage based on your strongest attribute [Dark Finale at Max Stacks]. Deal 25% of Intelligence damage to the opponent. Apply 1Depress to the opponent. ",Dark Magic,Null,1,Buff,Dark,1,Damage,Dark,2,Damage,Intelligence,2,Debuff,Dark,1,Dark,,,MagicPalm
527,Deal 150% of Intelligence damage to the opponent. Apply 1 Bleed to the opponent.,Blood Feast,Null,1,Damage,Intelligence,6,Debuff,Bleed,1,,,,,,,LifeSteal,,,NeckBite
528,Apply 3 Protect Pierce to the opponent. Deal 100% of Strength and 25% of Strength damage to the opponent.,Charging Horn,Null,1,Vulnerable,Protect,3,Damage,Strength,5,Damage,Strength,2,,,,Charge,,,BullHorn
529,,Positive Charges,Null,1,Heal,Intelligence,5,,,,,,,,,,Thunder,Matter,,Plus
530,,Negative Charges,Null,1,Damage,Intelligence,5,,,,,,,,,,Thunder,Matter,,Minus
531,Protect 150% Intelligence damage from attacks,Magnetic Force,Null,2,Protect,Intelligence,5,Debuff,Restrain,5,,,,,,,,,,Magnet
532,,Stone Gaze,Null,2,Debuff,Thunder,3,Debuff,Water,1,Debuff,Restrain,7,,,,,,,MedusaHead
533,,Do You,Null,0,Buff,Element,4,,,,,,,,,,Water,Exhaust,,Silence
534,,Want To,Null,0,Protect,Element,2,,,,,,,,,,Exhaust,,,Silence
535,,Plant A Tree,Null,0,Debuff,Earth,2,,,,,,,,,,,,,Sprout
536,,Build A Snowman,Null,0,Debuff,Water,1,,,,,,,,,,,,,Snowman
537,Deal 200% of Strength damage to the opponent. Apply 1 Chill to the opponent.,Giant Snowball,Null,2,Damage,Strength,7,Debuff,Water,1,,,,,,,Water,,,BoulderDash
538,Apply 1 Water Element on self. Recover 40% of Agility health. Deal 40% of Agility and 40% of Agility damage to the opponent.,Icicles Dance,Null,1,Buff,Water,1,Heal,Agility,3,Damage,Agility,3,Damage,Agility,3,Multiply,Exhaust,,IciclesFence
539,Apply 4 Strength Debuff and 4 Strength Debuff to the opponent.,Strength Seal,Null,2,Debuff,Strength,3,Debuff,Strength,2,,,,,,,Exhaust,,,DebuffS
540,Apply 4 Agility Debuff and 4 Agility Debuff to the opponent.,Agility Seal,Null,2,Debuff,Agility,3,Debuff,Agility,2,,,,,,,Exhaust,,,DebuffA
541,Apply 4 Intelligence Debuff and 4 Intelligence Debuff to the opponent.,Intelligence Seal,Null,2,Debuff,Intelligence,3,Debuff,Intelligence,2,,,,,,,Exhaust,,,DebuffI
542,"Apply 4 Strength Debuff, 4 Agility Debuff and 4 Intellgence Debuff to the opponent.",Spirit Seal,Null,3,Vulnerable,Restrain,0,Debuff,Strength,5,Debuff,Agility,5,Debuff,Intelligence,5,Exhaust,,,Heptagram
543,Apply 5 Intelligence Action Buff on self. Deal 100% of Intelligence damage to the opponent,Enchanted Spell,Null,1,InstantBoost,Intelligence,5,Damage,Intelligence,5,,,,,,,Buff,,,SpellBook
544,"Next Turn Action Point +1. Apply 1 Intelligence Buff, 4 Intelligence Action Buff and 1 Element on self.",Spell Recharge,Null,1,Buff,Intelligence,1,InstantBoost,Intelligence,4,Buff,Element,1,Buff,Action,1,,,,MagicSwirl
545,Deal 150% of Agility damage to the opponent. Apply 3 Depress and 3 Restrain to the opponent.,Dark Trident,Null,1,Vulnerable,Agility,2,Damage,Agility,6,Debuff,Dark,3,Debuff,Restrain,3,Dark,LifeSteal,,Trident
546,Deal 70% of Intelligence  and 70% of Strength damage to the opponent.,Spell Blade,Null,1,Damage,Intelligence,4,Damage,Strength,4,,,,,,,LifeSteal,Buff,Combo,RuneSword
547,Apply 1 Strength Buff on self.,Strength Buff,Low,0,Buff,Strength,1,,,,,,,,,,,,,BuffS
548,Apply 1 Agility Buff on self,Agility Buff,Low,0,Buff,Agility,1,,,,,,,,,,,,,BuffA
549,Apply 1 Intelligence Buff on self.,Intelligence Buff,Low,0,Buff,Intelligence,1,,,,,,,,,,,,,BuffI
550,,Hugo Shot,Null,2,Buff,Strength,2,Damage,Strength,6,,,,,,,,,,Gunshot
551,Apply 1 Agility Buff on self. Deal 150% of Agility damage to the opponent.,Carl Slash,Null,2,Buff,Agility,2,Damage,Agility,6,,,,,,,,,,SpinningSword
552,,Strength Absorb,High,0,Debuff,Strength,2,Buff,Strength,1,,,,,,,Exhaust,,,BuffS
553,,Agility Absorb,High,0,Debuff,Agility,2,Buff,Agility,1,,,,,,,Exhaust,,,BuffA
554,,Intelligence Absorb,High,0,Debuff,Intelligence,2,Buff,Intelligence,1,,,,,,,Exhaust,,,BuffI
555,Lose 40% of current Max Health. Apply 2 MaxHP Buff and 5 MaxHP Action Buff on self. Apply 2 Insane on self.,Self Harm,Null,0,Sacrifice,MaxHP,3,Buff,MaxHP,2,InstantBoost,MaxHP,5,Sacrifice,Insane,3,Exhaust,,,CutPalm
556,"Recover 50% / 100% MaxHP Health. Apply 3 Strength Debuff, 3 Agility Debuff and 3 Intelligence Debuff on self.",Surrender,Null,0,Heal,MaxHP,6,Sacrifice,Strength,3,Sacrifice,Agility,3,Sacrifice,Intelligence,3,Exhaust,,,Flag
557,Apply 4 Intelligence Action Buff on self. Deal 200% of Intelligence damage to the opponent.,Headshot,Null,2,InstantBoost,Intelligence,4,Damage,Intelligence,7,,,,,,,Humanoid,Creature,,Headshot
558,Deal 70% of Agility damage to the opponent. Apply 2 Injury and one Dizzy to the opponent.,Knee Strike,Null,0,Damage,Agility,4,Debuff,Injury,2,Debuff,Wind,1,,,,,,,Sprint
559,Apply 3 MaxHP Vulnerable to the opponent. Deal 10% / 15% of MaxHP damage to the opponent. Apply 1 Injury to the opponent. ,Double Leg Takedown,Null,1,Vulnerable,MaxHP,3,Damage,MaxHP,2,Debuff,Injury,1,,,,,,,MuscleUp
560,Deal 10% / 15% of MaxHP damage to the opponent. Apply 1 Paralysis and 3 Restrain to the opponent,Rear Naked Choke,Null,1,Damage,MaxHP,2,Debuff,Thunder,1,Debuff,Restrain,3,,,,Humanoid,,,Grab
561,"Deal 40% of Strength, 40% of Agility and 40% of Agility damage to the opponent.",Fast Jabs,Null,0,Damage,Strength,3,Damage,Agility,3,Damage,Agility,3,,,,,,,Punch
562,Apply 2 Strength Action Buff on self. Deal 150% of Strength damage to the opponent,Cross Punch,Null,1,InstantBoost,Strength,2,Damage,Strength,6,,,,,,,,,,HighPunch
563,Apply 5 Protect Pierce to the opponent. Deal 100% of Agility damage to the opponent.,Right Hook,Null,0,Vulnerable,Protect,5,Damage,Agility,5,,,,,,,,,,Revolt
564,Deal 100% of Agility and 100% of Strength damage to the opponent. apply 2 Dizzy to the opponent.,Uppercut,Null,1,Damage,Agility,5,Damage,Strength,5,Debuff,Wind,2,,,,,,,Revolt
565,"Apply 1 Element on self. Deal 40%of Strength, 40% of Agility and 40% of Intelligence damage to the opponent.",Hero's Power,Null,0,Buff,Element,1,Damage,Strength,3,Damage,Agility,3,Damage,Intelligence,3,Combo,,,PowerRevolt
566,"Deal 40% of Strength, 40% of Agility and 40% of Intelligence damage to the opponent.",Villain's Power,Null,0,Damage,Strength,3,Damage,Agility,3,Damage,Intelligence,3,Debuff,Element,1,Combo,,,PowerRevolt
567,"Apply Stack Charge, 3 Strength Action Buff, 3 Agility Action Buff and 3 Intelligence Action Buff on self.",Hero's Journey,Null,1,Buff,Charge,0,InstantBoost,Strength,3,InstantBoost,Agility,3,InstantBoost,Intelligence,3,Combo,,,Journey
568,,Villain's Journey,Null,1,InstantBoost,Charge,0,InstantBoost,Strength,3,InstantBoost,Agility,3,InstantBoost,Intelligence,3,Combo,,,Journey
569,"ApplyStack Guard, 1 Strength Buff, 1 Agility Buff and 1 Intelligence Buff on self.",Hero's Destiny,Null,0,Buff,Guard,0,Buff,Strength,1,Buff,Agility,1,Buff,Intelligence,1,Combo,,,EmbrassedEnergy
570,,Villain's Destiny,Null,0,InstantBoost,Guard,0,Buff,Strength,1,Buff,Agility,1,Buff,Intelligence,1,Combo,,,EmbrassedEnergy
571,"Apply 1 MaxHP Buff, 1 Strength Buff, 1 Agility Buff and 1 Intelligence Buff on self.",Forsaken Destiny,Null,0,Buff,MaxHP,1,Buff,Strength,1,Buff,Agility,1,Buff,Intelligence,1,Combo,,,EmbrassedEnergy
572,,Chosen Finale,Null,3,Buff,MaxHP,2,Damage,Strength,5,Damage,Agility,5,Damage,Intelligence,5,Combo,,,Implosion
573,,Boss Finale,Null,3,Protect,MaxHP,2,Damage,Strength,5,Damage,Agility,5,Damage,Intelligence,5,Combo,,,Implosion
574,"Apply 6 MaxHP Action Buff on self. Deal 100% of Strength, 100% of Agility and 100% of Intelligence damage to the opponent.",Dramatic Finale,Null,3,InstantBoost,MaxHP,6,Damage,Strength,5,Damage,Agility,5,Damage,Intelligence,5,Combo,,,Implosion
575,Apply Stack Guard on self. Protect 70% of Intelligence and 70% of Intelligence damage from attacks. Recover 70% of Strength health.,King Barrier,Null,2,Buff,Guard,0,Protect,Intelligence,4,Protect,Intelligence,4,Heal,Strength,4,,,,StoneSphere
576,Deal 150% of Intelligence damage to the opponent. Apply 1 Blind to the opponent.,Goblin Cannon,Null,0,Damage,Intelligence,6,Sacrifice,Light,1,,,,,,,,,,CannonShoot
577,,Goblin Smash,Null,0,Damage,Strength,6,Sacrifice,Thunder,1,,,,,,,,,,HeavyFall
578,,Mega Goblin Cannon,Null,1,Damage,Intelligence,7,Sacrifice,Light,1,,,,,,,,,,CannonShoot
579,,Mega Goblin Smash,Null,1,Damage,Strength,7,Sacrifice,Thunder,1,,,,,,,,,,HeavyFall
580,"Remove all Stat Debuffs, Stat Vulnerable, Elemental Status Effects and Elemental Vulnerable from self. Revocer 50% / 100% MaxHP health.",Creation Magic,Null,3,Protect,Debuff,0,Protect,Element,0,Heal,MaxHP,8,,,,Exhaust,,,ShiningHeart
581,Apply Stack Guard on self. Protect 40% / 70% MaxHP damage from attacks.,Absolute Defense,Null,2,Buff,Guard,0,Protect,MaxHP,7,,,,,,,Exhaust,,,GuardTower
582,Apply3 Fire Boost and 1 Fire Element on self.,Fire Charge,High,0,Buff,Fire,1,InstantBoost,Fire,3,,,,,,,,,,BuffFire
583,Apply3 Water Boost and 1 Water Element on self.,Water Charge,High,0,Buff,Water,2,InstantBoost,Water,2,,,,,,,,,,BuffWater
584,,Ice Charge,High,0,Buff,Water,1,InstantBoost,Water,3,,,,,,,,,,BuffIce
585,,Thunder Charge,High,0,Buff,Thunder,3,InstantBoost,Thunder,1,,,,,,,,,,BuffThunder
586,Apply3 Earth Boost and 1 Earth Element on self.,Earth Charge,High,0,Buff,Earth,1,InstantBoost,Earth,3,,,,,,,,,,BuffEarth
587,,Wind Charge,High,0,Buff,Wind,1,InstantBoost,Wind,3,,,,,,,,,,BuffWind
588,Apply3 Light Boost and 1 Light Element on self.,Light Charge,High,0,Buff,Light,1,InstantBoost,Light,3,,,,,,,,,,BuffLight
589,Apply3 Dark Boost and 1 Dark Element on self.,Dark Charge,High,0,Buff,Dark,1,InstantBoost,Dark,3,,,,,,,,,,BuffDark
590,Deal 200% of Intelligence damage to the opponent.,Comet,Null,2,Damage,Intelligence,7,,,,,,,,,,Intelligence,,,Comet
591,Deal 200% of Strength damage to the opponent.,Gigantic Smash,Null,2,Damage,Strength,7,,,,,,,,,,Strength,,,HeavyFall
592,Deal 1500 damge to the opponent.,Excalibur,Null,2,Damage,Null,1500,,,,,,,,,,Strength,Agility,Intelligence,RelicBlade
593,Apply 1 Element on self. Deal 70% of Intelligence damage to the opponent. Apply 1 random Elemental Status Effect to the opponent.,Summon . Elemental Fairies,Null,1,Buff,Element,1,Damage,Intelligence,4,Debuff,Element,1,,,,,,,TripleYin
594,"Deal 25% of Intelligence, 25% of Intelligence and 25% of Intelligence damage to the opponent. Apply 2 Restrain to the opponent.",Summon . Skeletons,Null,1,Damage,Intelligence,2,Damage,Intelligence,2,Damage,Intelligence,2,Debuff,Restrain,2,Dark,,,RaiseSkeleton
595,,Summon . Siren,Null,2,Buff,Null,0,Debuff,Agility,2,Debuff,Intelligence,2,Debuff,Wind,3,Exhaust,,,Harp
596,"Apply 2 Strength Debuff, 2 Intelligence Debuff and 3 Dizzy to the opponent.",Siren Song,Null,2,Buff,Null,0,Debuff,Strength,2,Debuff,Intelligence,2,Debuff,Wind,3,Exhaust,,,Harp
597,,Summon . Simurgh,Null,0,Protect,Debuff,0,Protect,Element,2,Heal,Agility,6,Sacrifice,Fire,2,Fire,Exhaust,,Feather
598,"Remove all Stat Debuffs, Stat Vulnerables, Elemental Status Effects and Elemental Vulnerables from self. Recover 100% of Agility Health. Apply 1 Burn on self.",Priceless Feather,Null,0,Protect,Debuff,0,Protect,Element,2,Heal,Agility,6,Sacrifice,Fire,2,Fire,Exhaust,,Feather
599,,Summon . Phoenix,Null,1,Protect,Guard,1,Buff,Intelligence,1,Heal,Intelligence,6,,,,Fire,Exhaust,,Phoenix
600,Apply 1 Second Chance and 5 Intelligence Action Buff on self. Recover 150% of Intelligence health. ,Rebirth Flame,Null,1,Protect,Guard,1,InstantBoost,Intelligence,5,Heal,Intelligence,6,,,,Fire,Exhaust,,Phoenix
601,,Summon . Huanglong,Null,3,Damage,Thunder,3,Debuff,Thunder,3,,,,,,,Thunder,Buff,Exhaust,LightningDissipation
602,"Consume all Thunder Elements, for each element consumed, deal 40% Thunder damage based on your strongest attribute [Thunder Finale at Max Stacks].",Dragon Thunder,Null,2,Damage,Thunder,3,Debuff,Thunder,2,,,,,,,Thunder,Buff,Exhaust,LightningDissipation
603,,Summon . Leviathan,Null,2,Damage,Intelligence,5,Damage,Intelligence,4,Debuff,Injury,7,Debuff,Wind,3,Water,Draw,Exhaust,BigWave
604,Deal 100% of Agility and 70% of Agility damage to the opponent. Apply 4 Injury and 3 Dizzy to the opponent. ,Tsunami,Null,2,Damage,Agility,5,Damage,Agility,4,Debuff,Injury,7,Debuff,Wind,3,Water,Draw,Exhaust,BigWave
605,Deal 150% of Intelligence damage to the opponent. Apply 10 Insane to the opponent.,Summon . The Lich King,Null,2,Damage,Intelligence,6,Debuff,Insane,10,,,,,,,Dark,Debuff,Exhaust,CrownedSkull
606,Deal 150% of Strength damage to the opponent. Apply 10 Insane to the opponent.,Eternal Entomb,Null,2,Damage,Strength,6,Debuff,Insane,10,,,,,,,Dark,Debuff,Exhaust,CrownedSkull
607,Apply 1 Element on self. Deal 70% of Intelligence damage to the opponent. Apply 1 random Elemental Status Effect to the opponent.,Summon . Ifrit,Null,2,Damage,Intelligence,6,Damage,Intelligence,5,Debuff,Fire,2,Debuff,Dark,2,Fire,Exhaust,,FlameTunnel
608,Deal 150% of Strength damage to the opponent. Apply 2 Burn and 2 Depress to the opponent,Hellfire,Null,2,Damage,Strength,6,Damage,Strength,5,Debuff,Fire,2,Debuff,Dark,2,Fire,Exhaust,,FlameTunnel
609,Apply 6 Water Vulnerable to the opponent. Deal 100% of Intelligence and 100% of Intelligence damage to the opponent. Apply 1 Chill to the opponent.,Summon . Shiva,Null,2,Vulnerable,Water,6,Damage,Intelligence,5,Damage,Intelligence,5,Debuff,Water,1,Water,Exhaust,,Flakes
610,Apply 6 Water Vulnerable to the opponent. Deal 70% of Intelligence and 70% of Intelligence damage to the opponent. Apply 1 Chill to the opponent.,Crystal Dust,Null,1,Vulnerable,Water,6,Damage,Intelligence,4,Damage,Intelligence,4,Debuff,Water,1,Water,Exhaust,,Flakes
611,"Remove all Elemental Status Effects, Elemental Vulnerables, Bleed, Bleed Vulnerables , Injury and Injury Vulnerables from self. Recover 200% of Intelligence health.",Summon . Carbuncle,Null,2,Protect,Element,1,Protect,Bleed,0,Protect,Injury,0,Heal,Intelligence,7,Wind,Exhaust,,Emerald
612,"Remove all Elemental Status Effects, Elemental Vulnerables, Bleed, Bleed Vulnerables , Injury and Injury Vulnerables from self. Recover 200% of Agility health.",Emerald Light,Null,2,Protect,Element,1,Protect,Bleed,0,Protect,Injury,0,Heal,Agility,7,Wind,Exhaust,,Emerald
613,,Summon . Alicon,Null,1,InstantBoost,Thunder,8,Buff,Thunder,1,Heal,Intelligence,6,,,,Thunder,Exhaust,,UnicornHorn
614,Apply 8 Thunder Boost and 1 Thunder Element on self. Recover 150% of Agility health.,Healing Horn,Null,1,InstantBoost,Thunder,8,Buff,Thunder,1,Heal,Agility,6,,,,Thunder,Exhaust,,UnicornHorn
615,Protect 150% Intelligence damage from attacks. Deal 150% of Intelligence damage to the opponent. Apply 2 Seed to the opponent,Summon . Rukkha,Null,2,Protect,Intelligence,6,Damage,Intelligence,6,Debuff,Earth,2,,,,Earth,LifeSteal,Exhaust,Forest
616,Protect 100% Intelligence damage from attacks.Deal 100% of Intelligence damage to the opponent. Apply 2 Seed to the opponent.,Living Forest,Null,1,Protect,Intelligence,5,Damage,Intelligence,5,Debuff,Earth,2,,,,Earth,LifeSteal,Exhaust,Forest
617,"Deal 100% of Intelligence, 100% of Intelligence, 70% of Agility and 70% of Agility damage to the opponent.",Summon . Behemoth,Null,2,Damage,Intelligence,6,Damage,Intelligence,3,Damage,Agility,6,Damage,Agility,3,Dark,Exhaust,,SpikyExplosion
618,"Deal100% of Strength, 100% of Strength, 70% of Agilityand 70% of Agility damage to the opponent.",Chaos Rage,Null,2,Damage,Strength,6,Damage,Strength,3,Damage,Agility,6,Damage,Agility,3,Dark,Exhaust,,SpikyExplosion
619,Deal 300% of Intelligence damage to the opponent,Summon . Bahamut,Null,2,Damage,Intelligence,8,,,,,,,,,,Light,Charge,Exhaust,ExplosionRay
620,,Mega Flare,Null,2,Damage,Strength,8,,,,,,,,,,Light,Charge,Exhaust,ExplosionRay
621,,Summon . Odin,Null,2,Curse,Light,3,Vulnerable,Protect,5,InstantBoost,Intelligence,5,Damage,Intelligence,8,Exhaust,,,Zantetsuken
622,Apply 5 Strength Action Buff on self. Deal 100% of Strength damage to the opponent,Zantetsuken,Null,2,Curse,Light,3,Vulnerable,Protect,5,InstantBoost,Strength,5,Damage,Strength,8,Exhaust,,,Zantetsuken
623,Apply 4 Venom to the opponent.,Poison Herb,Null,0,Debuff,Venom,4,,,,,,,,,,,,,HerbsBundle
624,Remove all Bleed and B;eed Vulnerable from self. Recover 450 health.,Healing Herb,Null,0,Protect,Bleed,0,Heal,Null,450,,,,,,,Earth,,,HerbsBundle
625,Apply 10 Protect Boost on self.,Barrier Burst,Null,0,InstantBoost,Protect,10,,,,,,,,,,Combo,,,BuffP
626,,Forbidden Runes,Null,2,Buff,Strength,1,Buff,Intelligence,1,Buff,Multiply,0,,,,,,,RuneStone
627,"Consume all Fire Elements, for each element consumed, deal 25% Fire damage based on your strongest attribute [Fire Finale at Max Stacks]. Apply 1 Burn to the opponent,",Kitsunebi,Null,0,Damage,Fire,2,Debuff,Fire,1,,,,,,,Fire,,,SmallFire
628,"Deal 70% of Agility, 40% of Agility and 40%of Agility damage to the opponent. Apply 2 Paralysis to the opponent.",Nine Tail Thunder,Null,2,Damage,Agility,5,Damage,Agility,3,Damage,Agility,3,Debuff,Thunder,2,Thunder,Draw,Exhaust,FoxTail
629,Next turn draw +1 and next turn action  +1. Apply 1 Blind to the opponent,Bunshin,Null,1,Sacrifice,MaxHP,3,Buff,Action,1,Sacrifice,Multiply,1,Debuff,Light,1,Exhaust,,,TwoShadows
630,Draw 1 ability. Apply 4 Agility action Buff on self.,Death Blossom,Null,2,Damage,Agility,4,Damage,Agility,4,Damage,Agility,3,Damage,Agility,3,Humanoid,,,ReaperScythe
631,,Katon,Null,1,Vulnerable,Fire,1,Damage,Agility,2,Damage,Agility,3,Damage,Agility,2,Fire,,,Ho
632,,Suiton,Null,1,Vulnerable,Water,1,Damage,Agility,2,Damage,Agility,3,Damage,Agility,2,Water,,,Mizu
633,,Raiton,Null,1,Vulnerable,Thunder,1,Damage,Agility,2,Damage,Agility,3,Damage,Agility,2,Thunder,,,Rai
634,"Apply 1 Wind Vulnerable to the opponent. Deal 25% of Agility, 40% of Agility and 25% of Agility damage to the opponent.",Huton,Null,1,Vulnerable,Wind,1,Damage,Agility,2,Damage,Agility,3,Damage,Agility,2,Wind,,,Kaze
635,,Doton,Null,1,Vulnerable,Earth,1,Damage,Agility,2,Damage,Agility,3,Damage,Agility,2,Earth,,,Tsuchi
636,,Great Fire Annihilation,Null,2,InstantBoost,Fire,2,Damage,Agility,5,Damage,Agility,4,Damage,Agility,4,Fire,,,Ho
637,,Water Dragon Whirlpool,Null,2,InstantBoost,Water,2,Damage,Agility,5,Damage,Agility,4,Damage,Agility,4,Water,,,Mizu
638,,Chidori,Null,2,InstantBoost,Thunder,2,Damage,Agility,5,Damage,Agility,4,Damage,Agility,4,Thunder,,,Rai
639,"Apply 2 Wind Boost on self. Deal 100% of Agility, 70% of Agility and 70% of Agility damage to the opponent.",Rasengan,Null,2,InstantBoost,Wind,2,Damage,Agility,5,Damage,Agility,4,Damage,Agility,4,Wind,,,Kaze
640,,Added-Weight Rock Technique,Null,2,InstantBoost,Earth,2,Damage,Agility,5,Damage,Agility,4,Damage,Agility,4,Earth,,,Tsuchi
641,Next turn draw +2. Apply 2 Intelligence Buff on self. Protect 70% Intelligence  damage from attacks.,Prophecy,Null,2,Buff,Intelligence,2,Buff,Draw,2,Protect,Intelligence,4,,,,,,,StoneTablet
642,Remove all Depress and Dark Vulnerables from self. Recover 100% of Intelligence health.,Worship,Null,0,Protect,Dark,0,Heal,Intelligence,5,,,,,,,Light,,,Harp
643,Next turn Action +1. Apply 1 Intelligence Buff and 4 Intelligence Action Buff on self.,Devotion,Null,1,Buff,Action,1,Buff,Intelligence,1,InstantBoost,Intelligence,4,,,,,,,Book
644,Apply Guard on self. Apply 1 Blind to the opponent. ,Predict,Null,0,InstantBoost,Guard,0,Debuff,Light,1,,,,,,,Combo,,,SemiClosedEye
645,"Apply 1 Intelligence Buff, 6 Intellience Action Buff, 1 Agility Buff and 5 Agility Action Buff on self..",Observation & Inference,Null,1,Buff,Intelligence,1,InstantBoost,Intelligence,6,Buff,Agility,1,InstantBoost,Agility,5,,,,MagnifyingGlass
646,,Case Exposed,Null,1,InstantBoost,Action,2,Vulnerable,Agility,3,Vulnerable,Intelligence,3,,,,Exhaust,,,MagnifyingGlass
647,,Lightning Resolve,Null,1,InstantBoost,Thunder,2,Damage,Thunder,3,,,,,,,Thunder,,,BoltEye
648,"Deal 25% of Agility, 25% of Intelligence, 25% of Agility and 25% of Intelligence damage to the opponent. ",Space Gun,Null,0,Damage,Agility,2,Damage,Intelligence,2,Damage,Agility,2,Damage,Intelligence,2,Charge,,,RayGun
649,"Force turn pass by 1, Inflict 3 Insane on self.",Time Travel,Null,0,InstantBoost,Direct,1,Sacrifice,Insane,2,,,,,,,Multiply,Exhaust,,BackwardTime
650,Force turn pass by 1. Apply1 Agility Buff on self. Protect 70% Agility damage from attacks. Recover 70% of Agility Health.,Cosmic Artifact,Null,2,InstantBoost,Direct,1,Buff,Agility,1,Protect,Agility,4,Heal,Agility,4,Light,Dark,,Saphir
651,"Apply 3 Light Boost on self. Consule all Light Elements, for each element consumed, Light heal 40% based on your strongest attribute. [Light Enhance at max stacks]. Deal 750 damage to the opponent",Miracle,Null,2,InstantBoost,Light,3,Heal,Light,3,Damage,Null,750,,,,Light,Exhaust,,Sparkles
652,Apply 2 Intelligence Buff and 1 Intelligence Action Buff on self.  Recover 100% Intelligence health. ,Providence Conquer,Null,0,Buff,Intelligence,2,InstantBoost,Intelligence,1,Heal,Intelligence,5,,,,Light,Draw,Exhaust,AllSeeingEye
653,Apply 2 Intelligence Vulnerable and 2 Agility Vulnerable to the opponent. Deal 70% of Intelligence and 70% of Agility damage to the opponent.,Lightsaber,Null,1,Vulnerable,Intelligence,2,Vulnerable,Agility,2,Damage,Intelligence,4,Damage,Agility,4,,,,LightSabers
